STAUTC;FlightNumber;EquipmentModel;DepartureStation;ArrivalStation;Alternado;Hora Chegada Alternado;TAF REDEMET;METAR
2026-01-29 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-01-29 21:12:10.080;TSRA;NSW
2026-01-29 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-01-29 23:57:10.080;TSRA;NSW
2026-02-04 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-04 21:17:10.080;TSRA;NSW
2026-02-04 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-02-04 23:57:10.080;TSRA;NSW
2026-02-08 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-08 21:17:10.080;TSRA;NSW
2026-02-13 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-13 21:17:10.080;TSRA;NSW
2026-02-18 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-18 21:17:10.080;TSRA;VCTS
2026-02-18 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-02-18 23:57:10.080;TSRA;VCTS
2026-02-23 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-23 21:17:10.080;TSRA;NSW
2026-02-24 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-24 21:17:10.080;TSRA;NSW
2026-02-24 22:45:00.000;4239;A320-253NEO;VCP;CGB;CGR;2026-02-24 23:57:10.080;TSRA;VCTS
2026-02-25 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-02-25 21:17:10.080;TS;NSW
2026-02-25 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-02-25 23:57:10.080;TS;NSW
2026-03-08 20:05:00.000;4338;A320-253NEO;VCP;CGB;CGR;2026-03-08 21:17:10.080;TSRA;VCSH VCTS
2026-03-09 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-03-09 23:57:10.080;TSRA;NSW
2026-03-10 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-10 21:17:10.080;TSRA;RA
2026-03-11 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-11 21:17:10.080;TSRA;NSW
2026-03-12 14:20:00.000;4336;A320-251NEO;VCP;CGB;CGR;2026-03-12 15:32:10.080;TSRA;NSW
2026-03-12 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-12 21:17:10.080;TS;NSW
2026-03-16 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-16 21:17:10.080;TSRA;NSW
2026-03-17 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-17 21:17:10.080;TS;VCSH VCTS
2026-03-18 20:05:00.000;4338;A320-253NEO;VCP;CGB;CGR;2026-03-18 21:17:10.080;TSRA;VCSH VCTS
2026-03-18 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-03-18 23:57:10.080;TSRA;NSW
2026-03-20 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-20 21:17:10.080;TSRA;VCSH
2026-03-25 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-25 21:17:10.080;TSRA;NSW
2026-03-26 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-26 21:17:10.080;TSRA;NSW
2026-03-27 20:05:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-03-27 21:17:10.080;TSRA;VCSH
2026-03-27 22:45:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-03-27 23:57:10.080;TSRA;VCSH VCTS
2026-04-06 20:00:00.000;4338;A321-251NEO;VCP;CGB;CGR;2026-04-06 21:12:10.080;TSRA;VCTS
2026-04-08 04:50:00.000;4256;A320-253NEO;CNF;CGB;CGR;2026-04-08 06:02:10.080;TSRA;NSW
2026-04-08 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-04-08 21:12:10.080;TS;NSW
2026-04-16 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-04-16 21:12:10.080;TSRA;VCSH VCTS
2026-04-27 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-04-27 21:12:10.080;TSRA BR;VCSH
2026-04-27 22:15:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-04-27 23:27:10.080;TSRA BR;BR
2026-04-28 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-04-28 21:12:10.080;TSRA;NSW
2026-05-08 22:15:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-05-08 23:27:10.080;TSRA;-RA VCTS
2026-05-09 05:10:00.000;4256;A320-251NEO;CNF;CGB;CGR;2026-05-09 06:22:10.080;TSRA BR;FG
2026-05-17 05:10:00.000;4256;A320-253NEO;CNF;CGB;CGR;2026-05-17 06:22:10.080;TS;NSW
2026-05-17 13:15:00.000;2490;ERJ;VCP;BYO;CGR;2026-05-17 13:41:26.880;TSRA BR;VCSH
2026-05-17 20:00:00.000;4338;A320-251NEO;VCP;CGB;CGR;2026-05-17 21:12:10.080;TSRA BR;NSW
2026-05-17 22:10:00.000;4239;A320-251NEO;VCP;CGB;CGR;2026-05-17 23:22:10.080;TSRA BR;-RA
2026-06-13 05:05:00.000;4256;A320-251NEO;CNF;CGB;CGR;2026-06-13 06:17:10.080;TSRA;VCTS
2026-06-14 20:00:00.000;4338;A320-253NEO;VCP;CGB;CGR;2026-06-14 21:12:10.080;TSRA;NSW
2025-10-05 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2025-10-05 14:24:33.600;TS;NSW
2025-10-15 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2025-10-15 14:24:33.600;TS;NSW
2025-11-06 06:15:00.000;4112;A320-251NEO;BEL;MAB;CKS;2025-11-06 06:31:26.400;TSRA;NSW
2025-11-06 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2025-11-06 14:24:33.600;TS;-RA
2025-11-11 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-11 20:24:33.600;TS;NSW
2025-11-13 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-13 20:24:33.600;TS;NSW
2025-11-18 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-18 20:24:33.600;TSRA;NSW
2025-11-19 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-19 20:24:33.600;TS;NSW
2025-11-20 16:50:00.000;4460;A320-251NEO;BEL;MAB;CKS;2025-11-20 17:06:26.400;TSRA;NSW
2025-11-24 19:30:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-24 20:34:33.600;TSRA;BR
2025-11-25 05:00:00.000;4411;A320-253NEO;CNF;MAB;CKS;2025-11-25 05:16:26.400;TSRA;BR
2025-11-25 04:45:00.000;2878;ERJ;CNF;IMP;CKS;2025-11-25 05:22:24.960;TSRA;BR
2025-11-25 04:55:00.000;4408;A320-251NEO;CNF;PMW;CKS;2025-11-25 05:59:33.600;TSRA;BR
2025-11-25 06:15:00.000;4112;A320-251NEO;BEL;MAB;CKS;2025-11-25 06:31:26.400;TSRA;BR
2025-11-28 19:30:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-28 20:34:33.600;TSRA;NSW
2025-11-29 19:30:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-29 20:34:33.600;TSRA;BR
2025-11-30 05:00:00.000;4411;ERJ;CNF;MAB;CKS;2025-11-30 05:16:26.400;TSRA;BR
2025-11-30 04:45:00.000;2878;ERJ;CNF;IMP;CKS;2025-11-30 05:22:24.960;TSRA;BR
2025-11-30 06:45:00.000;4112;A320-251NEO;BEL;MAB;CKS;2025-11-30 07:01:26.400;TSRA;BR
2025-11-30 16:50:00.000;4460;A320-251NEO;BEL;MAB;CKS;2025-11-30 17:06:26.400;TSRA;NSW
2025-11-30 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-11-30 20:24:33.600;TSRA;NSW
2025-12-01 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-01 20:24:33.600;TSRA;NSW
2025-12-02 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-02 20:24:33.600;TS;NSW
2025-12-03 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-03 20:24:33.600;TSRA;NSW
2025-12-04 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-04 20:24:33.600;TSRA;RA FG
2025-12-08 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-08 20:24:33.600;TSRA BR;NSW
2025-12-09 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-09 20:24:33.600;TSRA;NSW
2025-12-11 17:15:00.000;4460;A320-251NEO;BEL;MAB;CKS;2025-12-11 17:31:26.400;TS;NSW
2025-12-11 19:20:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-11 20:24:33.600;TS;NSW
2025-12-13 19:25:00.000;4817;ERJ;GYN;PMW;CKS;2025-12-13 20:29:33.600;TSRA;NSW
2025-12-18 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2025-12-18 14:24:33.600;TSRA;NSW
2025-12-25 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2025-12-25 14:24:33.600;TSRA BR;BR
2025-12-25 17:15:00.000;4460;A320-253NEO;BEL;MAB;CKS;2025-12-25 17:31:26.400;TSRA BR;NSW
2026-01-04 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-01-04 06:44:33.600;TSRA BR;NSW
2026-01-06 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-01-06 06:41:26.400;TSRA;-RA
2026-01-06 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-01-06 06:44:33.600;TSRA;-RA
2026-01-28 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2026-01-28 14:24:33.600;TSRA BR;NSW
2026-02-01 13:20:00.000;2806;ERJ;VCP;PMW;CKS;2026-02-01 14:24:33.600;TS;NSW
2026-02-01 17:15:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-02-01 17:31:26.400;TS;NSW
2026-02-03 04:45:00.000;2878;ERJ;CNF;IMP;CKS;2026-02-03 05:22:24.960;TS;NSW
2026-02-03 04:55:00.000;4408;ERJ;CNF;PMW;CKS;2026-02-03 05:59:33.600;TS;NSW
2026-02-03 06:20:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-02-03 06:36:26.400;TSRA;NSW
2026-02-03 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-02-03 06:44:33.600;TSRA;NSW
2026-02-12 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-02-12 06:41:26.400;TSRA BR;NSW
2026-02-12 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-02-12 06:44:33.600;TSRA BR;NSW
2026-02-13 06:25:00.000;4112;A320-253NEO;BEL;MAB;CKS;2026-02-13 06:41:26.400;TSRA BR;NSW
2026-02-13 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-02-13 06:44:33.600;TSRA BR;NSW
2026-02-20 06:25:00.000;4112;A320-253NEO;BEL;MAB;CKS;2026-02-20 06:41:26.400;TS;NSW
2026-02-20 05:40:00.000;4817;ERJ;GYN;PMW;CKS;2026-02-20 06:44:33.600;TS;NSW
2026-02-24 05:05:00.000;4817;ERJ;GYN;PMW;CKS;2026-02-24 06:09:33.600;TS;NSW
2026-02-24 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-02-24 06:41:26.400;TS;NSW
2026-02-25 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-02-25 06:41:26.400;TSRA;NSW
2026-03-04 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-03-04 06:41:26.400;TS;NSW
2026-03-04 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2026-03-04 14:24:33.600;TS;NSW
2026-03-05 05:05:00.000;4817;ERJ;GYN;PMW;CKS;2026-03-05 06:09:33.600;TSRA BR;NSW
2026-03-05 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-03-05 06:41:26.400;TSRA BR;NSW
2026-03-16 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-03-16 17:26:26.400;TS;NSW
2026-03-17 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-03-17 17:26:26.400;TS;-RA
2026-03-20 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-03-20 17:26:26.400;TSRA;NSW
2026-03-21 05:00:00.000;4411;A320-251NEO;CNF;MAB;CKS;2026-03-21 05:16:26.400;TS;BR
2026-03-21 04:50:00.000;2878;ERJ;CNF;IMP;CKS;2026-03-21 05:27:24.960;TS;BR
2026-03-21 04:55:00.000;4408;ERJ;CNF;PMW;CKS;2026-03-21 05:59:33.600;TS;BR
2026-03-24 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-03-24 17:26:26.400;TSRA;NSW
2026-03-25 05:05:00.000;4817;ERJ;GYN;PMW;CKS;2026-03-25 06:09:33.600;TSRA BR;NSW
2026-03-25 06:25:00.000;4112;A320-253NEO;BEL;MAB;CKS;2026-03-25 06:41:26.400;TSRA BR;NSW
2026-03-27 05:05:00.000;4817;ERJ;GYN;PMW;CKS;2026-03-27 06:09:33.600;TSRA;NSW
2026-03-27 06:25:00.000;4112;A320-251NEO;BEL;MAB;CKS;2026-03-27 06:41:26.400;TSRA;NSW
2026-04-06 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-04-06 17:26:26.400;TSRA;NSW
2026-04-24 13:20:00.000;2806;A320-251NEO;VCP;PMW;CKS;2026-04-24 14:24:33.600;TSRA;NSW
2026-04-24 17:10:00.000;4460;A320-251NEO;BEL;MAB;CKS;2026-04-24 17:26:26.400;TSRA;NSW
2026-05-12 04:05:00.000;4817;ERJ;GYN;PMW;CKS;2026-05-12 05:09:33.600;TSRA BR;-RA
2026-05-12 05:00:00.000;4411;A320-251NEO;CNF;MAB;CKS;2026-05-12 05:16:26.400;TSRA BR;-RA
2026-05-12 04:40:00.000;4408;A320-251NEO;CNF;PMW;CKS;2026-05-12 05:44:33.600;TSRA BR;-RA
2025-08-30 18:15:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-08-30 18:55:24.000;TSRA;NSW
2025-09-23 02:55:00.000;4853;A320-251NEO;VCP;VIX;CNF;2025-09-23 03:45:39.839;TSRA;NSW
2025-09-23 03:40:00.000;4412;ERJ 195LR;CNF;VIX;CNF;2025-09-23 04:30:39.839;TSRA;-RA
2025-09-23 03:40:00.000;4314;A320-251NEO;REC;VIX;CNF;2025-09-23 04:30:39.839;TSRA;-RA
2025-09-24 16:55:00.000;2867;ERJ 195LR;CNF;GYN;CNF;2025-09-24 18:18:57.120;TSRA;NSW
2025-09-24 17:45:00.000;4761;A320-251NEO;VCP;VIX;CNF;2025-09-24 18:35:39.839;TSRA;NSW
2025-09-24 18:15:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-09-24 18:55:24.000;TSRA;NSW
2025-09-24 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-09-24 20:28:06.000;TSRA;NSW
2025-09-24 20:25:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-09-24 21:23:40.000;TSRA;NSW
2025-09-24 20:55:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-09-24 21:45:39.839;TSRA;NSW
2025-09-24 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-09-24 22:58:06.000;TSRA;VCTS
2025-10-11 20:55:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-10-11 21:45:39.839;TSRA;NSW
2025-10-11 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-10-11 22:58:06.000;TSRA;NSW
2025-10-13 17:35:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-10-13 18:15:24.000;TS;NSW
2025-10-13 17:45:00.000;4761;A320-253NEO;VCP;VIX;CNF;2025-10-13 18:35:39.839;TS;NSW
2025-10-30 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-10-30 20:28:06.000;TSRA;VCTS
2025-10-30 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-10-30 22:15:39.839;TSRA;VCTS
2025-10-30 22:15:00.000;2886;ERJ;VCP;VIX;CNF;2025-10-30 23:05:39.839;TSRA;-RA
2025-10-30 22:45:00.000;4121;ATR72-600;CNF;MOC;CNF;2025-10-30 23:43:40.000;TSRA;-RA
2025-10-31 00:15:00.000;2664;ERJ 195LR;CNF;VIX;CNF;2025-10-31 01:05:39.839;TSRA;-RA
2025-10-31 11:30:00.000;9350;ATR72-600;CNF;MOC;CNF;2025-10-31 12:28:40.000;TSRA;NSW
2025-10-31 12:20:00.000;4081;ATR72-600;CNF;IPN;CNF;2025-10-31 12:48:06.000;TSRA;NSW
2025-10-31 13:10:00.000;4081;ATR72-600;CNF;IPN;CNF;2025-10-31 13:38:06.000;TSRA;NSW
2025-10-31 13:10:00.000;4698;A320-251NEO;VCP;VIX;CNF;2025-10-31 14:00:39.839;TSRA;NSW
2025-10-31 13:15:00.000;2759;ERJ 195LR;CNF;VIX;CNF;2025-10-31 14:05:39.839;TSRA;NSW
2025-10-31 13:25:00.000;2956;ATR72-600;CNF;MOC;CNF;2025-10-31 14:23:40.000;TSRA;NSW
2025-10-31 15:00:00.000;4135;ATR72-600;CNF;IPN;CNF;2025-10-31 15:28:06.000;TSRA;-RA
2025-10-31 16:45:00.000;4371;ERJ 195LR;CNF;VIX;CNF;2025-10-31 17:35:39.839;TSRA;NSW
2025-10-31 16:45:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-10-31 17:43:40.000;TSRA;NSW
2025-10-31 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-10-31 18:05:24.000;TSRA BR;NSW
2025-10-31 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-10-31 18:35:39.839;TSRA BR;NSW
2025-10-31 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-10-31 20:28:06.000;TSRA BR;NSW
2025-10-31 21:10:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-10-31 22:08:40.000;TSRA BR;NSW
2025-10-31 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-10-31 22:15:39.839;TSRA BR;NSW
2025-10-31 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-10-31 22:58:06.000;TSRA BR;NSW
2025-11-02 22:45:00.000;4121;ATR72-600;CNF;MOC;CNF;2025-11-02 23:43:40.000;TSRA;VCTS
2025-11-03 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-03 18:05:24.000;TSRA;-RA
2025-11-03 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-11-03 18:35:39.839;TSRA;-RA
2025-11-03 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-11-03 20:28:06.000;TSRA;NSW
2025-11-05 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-05 18:05:24.000;TSRA;NSW
2025-11-05 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-11-05 18:35:39.839;TSRA;NSW
2025-11-05 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-11-05 20:28:06.000;TSRA;NSW
2025-11-05 21:10:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-11-05 22:08:40.000;TSRA;VCTS
2025-11-05 21:25:00.000;2910;A320-253NEO;CNF;VIX;CNF;2025-11-05 22:15:39.839;TSRA;VCTS
2025-11-05 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-05 22:58:06.000;TSRA;VCTS
2025-11-08 04:40:00.000;4220;ERJ 195LR;VCP;PNZ;CNF;2025-11-08 07:15:25.440;TSRA;VCTS
2025-11-08 13:15:00.000;2759;ERJ 195LR;CNF;VIX;CNF;2025-11-08 14:05:39.839;TSRA;NSW
2025-11-08 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-08 18:05:24.000;TSRA;NSW
2025-11-09 13:10:00.000;4698;ERJ;VCP;VIX;CNF;2025-11-09 14:00:39.839;TSRA BR;NSW
2025-11-09 13:15:00.000;2759;ERJ 195LR;CNF;VIX;CNF;2025-11-09 14:05:39.839;TSRA BR;NSW
2025-11-09 13:35:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-09 14:15:24.000;TSRA BR;NSW
2025-11-09 13:25:00.000;2956;ATR72-600;CNF;MOC;CNF;2025-11-09 14:23:40.000;TSRA BR;NSW
2025-11-09 15:05:00.000;4135;ATR72-600;CNF;IPN;CNF;2025-11-09 15:33:06.000;TSRA BR;NSW
2025-11-09 16:45:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-11-09 17:43:40.000;TSRA BR;VCSH
2025-11-09 20:50:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-11-09 21:40:39.839;TSRA;VCSH
2025-11-09 21:20:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-09 21:48:06.000;TSRA;VCSH
2025-11-09 21:25:00.000;4819;ERJ 195LR;PMW;GYN;CNF;2025-11-09 22:48:57.120;TSRA;VCSH VCTS
2025-11-15 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-15 18:05:24.000;TSRA;NSW
2025-11-15 20:50:00.000;2910;ERJ;CNF;VIX;CNF;2025-11-15 21:40:39.839;TSRA;-RA VCTS
2025-11-15 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-15 22:58:06.000;TSRA;-RA VCTS
2025-11-16 17:15:00.000;2867;ERJ 195LR;CNF;GYN;CNF;2025-11-16 18:38:57.120;TSRA;NSW
2025-11-16 20:50:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-11-16 21:40:39.839;TSRA;VCSH VCTS
2025-11-16 21:20:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-16 21:48:06.000;TSRA;VCSH VCTS
2025-11-16 21:25:00.000;4819;ERJ 195LR;PMW;GYN;CNF;2025-11-16 22:48:57.120;TSRA;VCSH VCTS
2025-11-18 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-11-18 20:28:06.000;TSRA;VCSH
2025-11-18 21:10:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-11-18 22:08:40.000;TSRA;NSW
2025-11-18 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-11-18 22:15:39.839;TSRA;NSW
2025-11-18 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-18 22:58:06.000;TSRA;RA
2025-11-23 02:05:00.000;4139;ATR72-600;CNF;IPN;CNF;2025-11-23 02:33:06.000;TSRA;NSW
2025-11-23 02:37:00.000;4420;ATR72-600;CNF;MOC;CNF;2025-11-23 03:35:40.000;TSRA;NSW
2025-11-23 02:55:00.000;4853;A320-253NEO;VCP;VIX;CNF;2025-11-23 03:45:39.839;TSRA;NSW
2025-11-25 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-25 18:05:24.000;TSRA;NSW
2025-11-25 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-11-25 20:28:06.000;TSRA;VCSH
2025-11-25 20:25:00.000;4227;ERJ 195LR;CNF;GYN;CNF;2025-11-25 21:48:57.120;TSRA;VCSH
2025-11-25 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-11-25 22:15:39.839;TSRA;VCSH
2025-11-25 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-25 22:58:06.000;TSRA;VCSH
2025-11-28 17:25:00.000;2667;ATR72-600;VCP;IZA;CNF;2025-11-28 18:05:24.000;TSRA;NSW
2025-11-28 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-11-28 18:35:39.839;TSRA;NSW
2025-11-28 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-11-28 20:28:06.000;TSRA;NSW
2025-11-28 21:10:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-11-28 22:08:40.000;TSRA;VCTS
2025-11-28 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-11-28 22:15:39.839;TSRA;VCTS
2025-11-28 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-11-28 22:58:06.000;TSRA;VCTS
2025-11-28 22:15:00.000;2886;ERJ;VCP;VIX;CNF;2025-11-28 23:05:39.839;TSRA;VCTS
2025-11-28 22:45:00.000;4121;ATR72-600;CNF;MOC;CNF;2025-11-28 23:43:40.000;TSRA;VCTS
2025-11-29 00:15:00.000;2664;ERJ 195LR;CNF;VIX;CNF;2025-11-29 01:05:39.839;TSRA;NSW
2025-11-29 02:05:00.000;4139;ATR72-600;CNF;IPN;CNF;2025-11-29 02:33:06.000;TSRA;NSW
2025-11-29 01:55:00.000;4420;ATR72-600;CNF;MOC;CNF;2025-11-29 02:53:40.000;TSRA;NSW
2025-12-03 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-12-03 20:28:06.000;TSRA;NSW
2025-12-03 21:15:00.000;4470;ERJ 195LR;CNF;MOC;CNF;2025-12-03 21:57:14.399;TSRA;-RA
2025-12-03 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-12-03 22:15:39.839;TSRA;VCTS
2025-12-03 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-12-03 22:58:06.000;TSRA;VCTS
2025-12-04 17:10:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-12-04 18:08:40.000;TSRA;VCSH
2025-12-04 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-12-04 18:35:39.839;TSRA;VCSH
2025-12-05 17:10:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-12-05 18:08:40.000;TSRA;NSW
2025-12-05 17:45:00.000;4761;A320-251NEO;VCP;VIX;CNF;2025-12-05 18:35:39.839;TSRA;NSW
2025-12-05 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-12-05 20:28:06.000;TSRA;NSW
2025-12-05 21:15:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-12-05 22:13:40.000;TSRA;NSW
2025-12-05 21:25:00.000;2910;ERJ 195LR;CNF;VIX;CNF;2025-12-05 22:15:39.839;TSRA;NSW
2025-12-05 22:30:00.000;4142;ATR72-600;CNF;IPN;CNF;2025-12-05 22:58:06.000;TSRA;NSW
2025-12-05 22:15:00.000;2886;ERJ;VCP;VIX;CNF;2025-12-05 23:05:39.839;TSRA;NSW
2025-12-08 17:10:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-12-08 18:08:40.000;TSRA;VCSH VCTS
2025-12-08 17:45:00.000;4761;A320-251NEO;VCP;VIX;CNF;2025-12-08 18:35:39.839;TSRA;VCSH VCTS
2025-12-08 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-12-08 20:28:06.000;TSRA;NSW
2025-12-09 17:10:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-12-09 18:08:40.000;TSRA;NSW
2025-12-09 17:45:00.000;4761;ERJ;VCP;VIX;CNF;2025-12-09 18:35:39.839;TSRA;NSW
2025-12-09 20:00:00.000;4317;ATR72-600;CNF;IPN;CNF;2025-12-09 20:28:06.000;TSRA;VCSH
2025-12-09 19:30:00.000;4470;ATR72-600;CNF;MOC;CNF;2025-12-09 20:28:40.000;TSRA;VCSH
2025-12-09 21:20:00.000;9800;ATR72-600;VCP;PLU;CNF;2025-12-09 21:24:18.000;TSRA;NSW
2025-12-10 17:10:00.000;4293;ATR72-600;CNF;MOC;CNF;2025-12-10 18:08:40.000;TSRA;-RA
2025-12-10 17:45:00.000;4761;A320-251NEO;VCP;VIX;CNF;2025-12-10 18:35:39.839;TSRA;-RA
